movieId,title,genres,imdbId,tmdbId,rating,year
2149,House II: The Second Story,Comedy|Fantasy|Horror,93220,37530.0,5.458,1987
2150,"Gods Must Be Crazy, The",Adventure|Comedy,80801,8393.0,7.2,1980
2151,"Gods Must Be Crazy II, The",Comedy,97443,11937.0,7.0,1989
2152,Air Bud: Golden Receiver,Children|Comedy,140796,21661.0,4.975,1998
2153,"Avengers, The",Action|Adventure,118661,9320.0,4.4,1998
2154,How Stella Got Her Groove Back,Drama|Romance,120703,33644.0,5.9,1998
2155,"Slums of Beverly Hills, The",Comedy|Drama,120831,14662.0,6.3,1998
2156,"Best Man, The (Testimone dello sposo, Il)",Comedy|Drama|Romance,133413,125124.0,7.6,1998
2157,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La)",Romance,129923,115872.0,6.6,1998
2158,"Henry: Portrait of a Serial Killer, Part 2",Crime|Horror,116516,39930.0,5.1,1998
2159,Henry: Portrait of a Serial Killer,Crime|Horror|Thriller,99763,10692.0,6.7,1986
2160,Rosemary's Baby,Drama|Horror|Thriller,63522,805.0,7.83,1968
2161,"NeverEnding Story, The",Adventure|Children|Fantasy,88323,34584.0,7.2,1984
2162,"NeverEnding Story II: The Next Chapter, The",Adventure|Children|Fantasy,100240,34636.0,5.8,1990
2163,Attack of the Killer Tomatoes!,Comedy|Horror,80391,2182.0,4.9,1978
2164,Surf Nazis Must Die,Action|Comedy|Drama|Horror,94077,28070.0,3.771,1987
2165,Your Friends and Neighbors,Comedy|Drama,119517,77469.0,5.8,1998
2166,Return to Paradise,Crime|Drama|Romance|Thriller,124595,10278.0,6.435,1998
2167,Blade,Action|Horror|Thriller,120611,36647.0,6.783,1998
2168,Dance with Me,Drama|Romance,120576,17915.0,6.864,1998
2169,Dead Man on Campus,Comedy,118301,14557.0,5.4,1998
2170,Wrongfully Accused,Action|Comedy,120901,9417.0,5.892,1998
2171,Next Stop Wonderland,Comedy|Drama|Romance,119778,41469.0,6.0,1998
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",Comedy|Drama,120692,19381.0,6.4,1998
2173,"Navigator: A Mediaeval Odyssey, The",Adventure|Fantasy|Sci-Fi,95709,34637.0,6.1,1988
2174,Beetlejuice,Comedy|Fantasy,94721,4011.0,7.383,1988
2175,Déjà Vu,Drama|Romance,119033,161795.0,5.5,1997
2176,Rope,Crime|Drama|Thriller,40746,1580.0,7.958,1948
2177,Family Plot,Comedy|Thriller,74512,5854.0,6.739,1976
2178,Frenzy,Thriller,68611,573.0,7.1,1972
2179,Topaz,Thriller,65112,2370.0,6.028,1969
2180,Torn Curtain,Thriller,61107,5780.0,6.6,1966
2181,Marnie,Drama|Mystery|Romance|Thriller,58329,506.0,7.159,1964
2182,"Wrong Man, The",Drama|Film-Noir|Thriller,51207,22527.0,7.132,1956
2183,"Man Who Knew Too Much, The",Adventure|Drama|Mystery|Thriller,49470,574.0,7.458,1956
2184,"Trouble with Harry, The",Comedy|Mystery,48750,11219.0,7.006,1955
2185,I Confess,Thriller,45897,30159.0,7.085,1953
2186,Strangers on a Train,Crime|Drama|Film-Noir|Thriller,44079,845.0,7.68,1951
2187,Stage Fright,Mystery|Romance|Thriller,42994,1978.0,6.766,1950
2188,54,Drama,120577,3682.0,5.8,1998
2189,I Married A Strange Person!,Animation|Comedy|Fantasy|Sci-Fi,119346,51942.0,7.066,1997
2190,Why Do Fools Fall In Love?,Drama,123324,46702.0,6.7,1998
2191,"Merry War, A",Comedy,119453,54795.0,6.0,1997
2192,See the Sea,Thriller,139564,46748.0,6.731,1997
2193,Willow,Action|Adventure|Fantasy,96446,847.0,7.029,1988
2194,"Untouchables, The",Action|Crime|Drama,94226,117.0,7.775,1987
2195,Dirty Work,Comedy,120654,14577.0,6.1,1998
2196,Knock Off,Action,120724,37498.0,5.344,1998
2197,Firelight,Drama,119125,38621.0,6.6,1997
2198,Modulations,Documentary,139468,59138.0,7.3,1998
2199,Phoenix,Crime|Drama,119892,28047.0,5.3,1998
2200,Under Capricorn,Drama,42004,4175.0,6.044,1949
2201,"Paradine Case, The",Drama,39694,31667.0,6.211,1947
2202,Lifeboat,Drama|War,37017,13321.0,7.38,1944
2203,Shadow of a Doubt,Crime|Drama|Thriller,36342,21734.0,7.528,1943
2204,Saboteur,Mystery|Thriller,35279,31997.0,6.89,1942
2205,Mr. & Mrs. Smith,Comedy|Romance,33922,24197.0,6.156,1941
2206,Suspicion,Film-Noir|Mystery|Thriller,34248,11462.0,7.132,1941
2207,Jamaica Inn,Drama,31505,31995.0,6.035,1939
2208,"Lady Vanishes, The",Drama|Mystery|Thriller,30341,940.0,7.452,1938
2209,Young and Innocent,Crime|Thriller,29811,2762.0,6.592,1937
2210,Sabotage,Thriller,28212,12684.0,6.688,1936
2211,Secret Agent,Thriller,28231,2761.0,6.1,1936
2212,"Man Who Knew Too Much, The",Drama|Thriller,25452,8208.0,6.441,1934
2213,Waltzes from Vienna,Comedy|Musical,24747,52907.0,5.3,1933
2214,Number Seventeen (a.k.a. Number 17),Thriller,23285,15007.0,5.6,1932
2215,Rich and Strange,Comedy|Romance,23395,36049.0,5.5,1931
2216,"Skin Game, The",Drama,22395,52748.0,5.3,1931
2217,Elstree Calling,Comedy|Musical,20852,75793.0,5.0,1930
2218,Juno and the Paycock,Drama,21015,47695.0,4.6,1930
2219,Murder!,Mystery|Thriller,21165,31930.0,5.925,1930
2220,"Manxman, The",Drama,20142,20213.0,6.021,1929
2221,Blackmail,Drama|Thriller,19702,543.0,6.5,1929
2222,Champagne,Comedy,18756,36054.0,5.2,1928
2223,"Farmer's Wife, The",Comedy,18876,143750.0,10.0,1928
2224,Downhill,Drama,17825,52782.0,5.782,1927
2225,Easy Virtue,Drama,17843,36055.0,5.154,1928
2226,"Ring, The",Drama,18328,36056.0,5.848,1927
2227,"Lodger: A Story of the London Fog, The",Crime|Drama|Thriller,17075,2760.0,7.133,1927
2229,"Pleasure Garden, The",Drama,16230,64398.0,5.305,1925
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2230,Always Tell Your Wife,Comedy,133361,,0.0,1914
2231,Rounders,Drama,128442,10220.0,7.007,1998
2232,Cube,Horror|Mystery|Sci-Fi|Thriller,123755,431.0,6.803,1997
2233,Digging to China,Drama,118980,31641.0,6.3,1998
2234,Let's Talk About Sex,Drama,165857,223318.0,6.0,1998
2235,One Man's Hero,Drama|War,120775,69848.0,5.3,1999
2236,Simon Birch,Drama,124879,22796.0,6.7,1998
2237,Without Limits,Drama,119934,22256.0,6.4,1998
2238,Seven Beauties (Pasqualino Settebellezze),Comedy|Drama,75040,37550.0,7.5,1976
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Comedy|Drama,73817,37916.0,7.5,1975
2240,My Bodyguard,Drama,81207,21873.0,6.3,1980
2241,Class,Comedy,85346,21500.0,5.911,1983
2242,"Grandview, U.S.A.",Drama,87359,84116.0,5.9,1984
2243,Broadcast News,Comedy|Drama|Romance,92699,12626.0,6.7,1987
2244,"Allnighter, The",Comedy|Romance,92537,37818.0,5.1,1987
2245,Working Girl,Comedy|Drama|Romance,96463,3525.0,6.603,1988
2246,Stars and Bars,Action|Comedy|Romance,96166,129628.0,4.447,1988
2247,Married to the Mob,Comedy,95593,2321.0,5.926,1988
2248,Say Anything...,Comedy|Drama|Romance,98258,2028.0,7.054,1989
2249,My Blue Heaven,Comedy,100212,16384.0,6.0,1990
2250,Men Don't Leave,Drama,100134,91217.0,6.5,1990
2251,"Cabinet of Dr. Ramirez, The",Comedy,101530,77314.0,4.8,1991
2252,Hero,Comedy|Drama,104412,10699.0,6.273,1992
2253,Toys,Comedy|Fantasy,105629,11597.0,5.2,1992
2254,Choices,Drama,82172,218624.0,5.6,1981
2255,Young Doctors in Love,Comedy,84938,47947.0,5.2,1982
2256,Parasite,Horror|Sci-Fi,84472,48311.0,4.8,1982
2257,No Small Affair,Comedy|Romance,87810,44772.0,5.4,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2258,"Master, The",Action,87690,,0.0,1984
2259,Blame It on Rio,Comedy|Romance,86973,14347.0,5.631,1984
2260,Wisdom,Crime|Drama,92225,41090.0,6.0,1986
2261,One Crazy Summer,Comedy,91680,18282.0,6.0,1986
2262,About Last Night...,Comedy|Drama|Romance,90583,18169.0,6.039,1986
2263,"Seventh Sign, The",Drama|Fantasy|Thriller,96073,11082.0,6.0,1988
2264,We're No Angels,Comedy|Crime,98625,5971.0,6.171,1989
2265,Nothing But Trouble,Adventure|Comedy,102558,11933.0,5.316,1991
2266,"Butcher's Wife, The",Comedy|Romance,101523,20096.0,5.671,1991
2267,Mortal Thoughts,Mystery|Thriller,102469,30815.0,5.6,1991
2268,"Few Good Men, A",Crime|Drama|Thriller,104257,881.0,7.535,1992
2269,Indecent Proposal,Drama|Romance,107211,4478.0,6.336,1993
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2270,"Century of Cinema, A",Documentary,109390,,0.0,1994
2271,Permanent Midnight,Drama,120788,22318.0,5.957,1998
2272,One True Thing,Drama,120776,53113.0,6.455,1998
2273,Rush Hour,Action|Comedy|Crime|Thriller,120812,2109.0,7.046,1998
2274,Lilian's Story,Drama,113658,122289.0,5.2,1995
2275,Six-String Samurai,Action|Adventure|Sci-Fi,118736,24746.0,6.163,1998
2276,"Soldier's Daughter Never Cries, A",Drama,120835,72987.0,6.1,1998
2277,Somewhere in the City,Comedy|Drama,120162,193103.0,0.0,1998
2278,Ronin,Action|Crime|Thriller,122690,8195.0,6.957,1998
2279,Urban Legend,Horror|Thriller,146336,9877.0,5.708,1998
2280,Clay Pigeons,Crime,118863,26618.0,6.2,1998
2281,Monument Ave.,Action|Crime|Drama,119802,21132.0,5.7,1998
2282,Pecker,Comedy|Drama,126604,11855.0,6.1,1998
2283,"Sheltering Sky, The",Drama,100594,24016.0,6.565,1990
2284,Bandit Queen,Drama,109206,14785.0,6.653,1994
2285,If....,Drama,63850,14794.0,7.1,1968
2286,"Fiendish Plot of Dr. Fu Manchu, The",Comedy,80731,3486.0,4.9,1980
2287,Them!,Horror|Sci-Fi|Thriller,47573,11071.0,6.827,1954
2288,"Thing, The",Action|Horror|Sci-Fi|Thriller,84787,1091.0,8.06,1982
2289,"Player, The",Comedy|Crime|Drama,105151,10403.0,7.197,1992
2290,Stardust Memories,Comedy|Drama,81554,11337.0,6.984,1980
2291,Edward Scissorhands,Drama|Fantasy|Romance,99487,162.0,7.7,1990
2292,Overnight Delivery,Comedy|Romance,117276,25723.0,5.6,1998
2293,Shadrach,Drama,144604,73351.0,5.8,1998
2294,Antz,Adventure|Animation|Children|Comedy|Fantasy,120587,8916.0,6.151,1998
2295,"Impostors, The",Comedy,120823,28134.0,5.8,1998
2296,"Night at the Roxbury, A",Comedy,120770,9429.0,6.566,1998
2297,What Dreams May Come,Adventure|Drama|Fantasy|Romance,120889,12159.0,7.194,1998
2298,Strangeland,Thriller,124102,27791.0,4.9,1998
2299,"Battle of the Sexes, The",Comedy,52607,43106.0,6.8,1959
2300,"Producers, The",Comedy,63462,30197.0,7.089,1968
2301,History of the World: Part I,Comedy|Musical,82517,10156.0,6.8,1981
2302,My Cousin Vinny,Comedy,104952,10377.0,7.498,1992
2303,Nashville,Drama|Musical,73440,3121.0,7.239,1975
2304,Love Is the Devil,Drama,119577,4975.0,6.0,1998
2305,Slam,Drama,139615,37532.0,7.0,1998
2306,Holy Man,Comedy,120701,9713.0,5.239,1998
2307,One Tough Cop,Action|Crime,122642,134368.0,3.6,1998
2308,Detroit 9000,Action|Crime,69966,85837.0,5.3,1973
2309,"Inheritors, The (Siebtelbauern, Die)",Drama|Mystery,141824,1039.0,6.9,1998
2310,"Mighty, The",Drama,119670,9821.0,7.145,1998
2311,2010: The Year We Make Contact,Sci-Fi,86837,4437.0,6.656,1984
2312,Children of a Lesser God,Drama,90830,1890.0,6.9,1986
2313,"Elephant Man, The",Drama,80678,1955.0,8.046,1980
2314,Beloved,Drama,120603,39437.0,5.6,1998
2315,Bride of Chucky (Child's Play 4),Comedy|Horror|Thriller,144120,11932.0,6.045,1998
2316,Practical Magic,Drama|Fantasy|Mystery|Romance,120791,6435.0,6.769,1998
2317,"Alarmist, The (a.k.a. Life During Wartime)",Comedy,119534,108316.0,4.4,1997
2318,Happiness,Comedy|Drama,147612,10683.0,7.471,1998
2319,Reach the Rock,Comedy|Drama,119986,63709.0,6.5,1998
2320,Apt Pupil,Drama|Thriller,118636,9445.0,6.547,1998
2321,Pleasantville,Comedy|Drama|Fantasy,120789,2657.0,7.254,1998
2322,Soldier,Action|Sci-Fi|War,120157,9425.0,6.402,1998
2323,"Cruise, The",Documentary,150230,32326.0,7.1,1998
2324,Life Is Beautiful (La Vita è bella),Comedy|Drama|Romance|War,118799,637.0,8.451,1997
2325,Orgazmo,Comedy,124819,8675.0,6.131,1997
2326,Shattered Image,Drama|Thriller,143874,125762.0,4.5,1998
2327,Tales from the Darkside: The Movie,Fantasy|Horror|Thriller,100740,20701.0,6.186,1990
2328,Vampires,Horror|Western,120877,9945.0,6.31,1998
2329,American History X,Crime|Drama,120586,73.0,8.346,1998
2330,Hands on a Hard Body,Comedy|Documentary,116481,18603.0,7.5,1996
2331,Living Out Loud,Comedy|Drama|Romance,120722,46889.0,5.8,1998
2332,Belly,Crime|Drama,158493,12888.0,5.9,1998
2333,Gods and Monsters,Drama,120684,3033.0,6.943,1998
2334,"Siege, The",Action|Thriller,133952,9882.0,6.294,1998
2335,"Waterboy, The",Comedy,120484,10663.0,6.058,1998
2336,Elizabeth,Drama,127536,4518.0,7.18,1998
2337,Velvet Goldmine,Drama,120879,1808.0,6.896,1998
2338,I Still Know What You Did Last Summer,Horror|Mystery|Thriller,130018,3600.0,5.345,1998
2339,I'll Be Home For Christmas,Comedy|Romance,155753,17037.0,5.922,1998
2340,Meet Joe Black,Romance,119643,297.0,7.329,1998
2341,Dancing at Lughnasa,Drama,120643,5332.0,5.8,1998
2342,Hard Core Logo,Comedy|Drama,116488,21589.0,6.7,1996
2343,"Naked Man, The",Drama,120767,8336.0,4.3,1998
2344,Runaway Train,Action|Adventure|Drama|Thriller,89941,11893.0,6.9,1985
2345,Desert Bloom,Drama,90934,123056.0,5.5,1986
2346,"Stepford Wives, The",Mystery|Sci-Fi|Thriller,73747,12223.0,6.667,1975
2347,"Pope of Greenwich Village, The",Drama,87932,32081.0,6.3,1984
2348,Sid and Nancy,Drama,91954,14924.0,6.768,1986
2349,Mona Lisa,Comedy|Thriller,91538,10002.0,6.888,1986
2350,Heart Condition,Comedy,99750,41817.0,5.489,1990
2351,"Nights of Cabiria (Notti di Cabiria, Le)",Drama,50783,19426.0,7.983,1957
2352,"Big Chill, The",Comedy|Drama,85244,12560.0,6.87,1983
2353,Enemy of the State,Action|Thriller,120660,9798.0,7.034,1998
2354,"Rugrats Movie, The",Animation|Children|Comedy,134067,14444.0,6.2,1998
2355,"Bug's Life, A",Adventure|Animation|Children|Comedy,120623,9487.0,6.968,1998
2356,Celebrity,Comedy,120533,9466.0,5.977,1998
2357,Central Station (Central do Brasil),Drama,140888,666.0,8.1,1998
2358,Savior,Drama|War,120070,2042.0,7.177,1998
2359,Waking Ned Devine (a.k.a. Waking Ned),Comedy,166396,10162.0,7.085,1998
2360,"Celebration, The (Festen)",Drama,154420,309.0,7.716,1998
2361,Pink Flamingos,Comedy,69089,692.0,6.207,1972
2362,Glen or Glenda,Drama,45826,24018.0,4.4,1953
2363,Godzilla (Gojira),Drama|Horror|Sci-Fi,47034,1678.0,7.6,1954
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)",Action|Horror|Sci-Fi|Thriller,87344,39256.0,6.7,1984
2365,King Kong vs. Godzilla (Kingukongu tai Gojira),Action|Sci-Fi,56142,1680.0,6.817,1962
2366,King Kong,Action|Adventure|Fantasy|Horror,24216,244.0,7.604,1933
2367,King Kong,Adventure|Fantasy|Romance|Sci-Fi|Thriller,74751,10730.0,6.2,1976
2368,King Kong Lives,Adventure|Sci-Fi,91344,31947.0,5.113,1986
2369,Desperately Seeking Susan,Comedy|Drama|Romance,89017,8130.0,6.06,1985
2370,"Emerald Forest, The",Action|Adventure|Drama,89087,11532.0,6.691,1985
2371,Fletch,Comedy|Crime|Mystery,89155,9749.0,6.744,1985
2372,Fletch Lives,Comedy,97366,14628.0,6.029,1989
2373,Red Sonja,Action|Adventure|Fantasy,89893,9626.0,5.331,1985
2374,Gung Ho,Comedy|Drama,91159,13698.0,6.016,1986
2375,"Money Pit, The",Comedy,91541,10466.0,6.508,1986
2376,"View to a Kill, A",Action|Adventure|Thriller,90264,707.0,6.2,1985
2377,Lifeforce,Horror|Sci-Fi,89489,11954.0,6.271,1985
2378,Police Academy,Comedy|Crime,87928,9336.0,6.676,1984
2379,Police Academy 2: Their First Assignment,Comedy|Crime,89822,10157.0,6.066,1985
2380,Police Academy 3: Back in Training,Comedy|Crime,91777,12118.0,5.792,1986
2381,Police Academy 4: Citizens on Patrol,Comedy|Crime,93756,10587.0,5.492,1987
2382,Police Academy 5: Assignment: Miami Beach,Comedy|Crime,95882,11825.0,5.185,1988
2383,Police Academy 6: City Under Siege,Comedy|Crime,98105,11895.0,5.128,1989
2384,Babe: Pig in the City,Adventure|Children|Drama,120595,9447.0,5.6,1998
2385,Home Fries,Comedy|Romance,119304,12257.0,5.1,1998
2386,Jerry Springer: Ringmaster,Comedy|Drama,165494,37536.0,4.2,1998
2387,Very Bad Things,Comedy|Crime,124198,10029.0,6.287,1998
2388,Steam: The Turkish Bath (Hamam),Drama|Romance,119248,27104.0,6.6,1997
2389,Psycho,Crime|Horror|Thriller,155975,11252.0,5.13,1998
2390,Little Voice,Comedy,147004,8545.0,6.552,1998
2391,"Simple Plan, A",Crime|Drama|Thriller,120324,10223.0,7.171,1998
2392,Jack Frost,Children|Comedy|Drama,141109,9745.0,6.001,1998
2393,Star Trek: Insurrection,Action|Drama|Romance|Sci-Fi,120844,200.0,6.436,1998
2394,"Prince of Egypt, The",Animation|Musical,120794,9837.0,7.3,1998
2395,Rushmore,Comedy|Drama,128445,11545.0,7.408,1998
2396,Shakespeare in Love,Comedy|Drama|Romance,138097,1934.0,6.868,1998
2397,Mass Appeal,Drama,87688,110643.0,6.2,1984
2398,Miracle on 34th Street,Comedy|Drama,39628,11881.0,7.363,1947
2399,Santa Claus: The Movie,Adventure|Children|Fantasy,89961,13764.0,6.318,1985
2400,Prancer,Children|Drama|Fantasy,98115,24951.0,5.9,1989
2401,Pale Rider,Western,89767,8879.0,7.146,1985
2402,Rambo: First Blood Part II,Action|Adventure|Thriller,89880,1369.0,6.634,1985
2403,First Blood (Rambo: First Blood),Action|Adventure|Drama|Thriller,83944,1368.0,7.49,1982
2404,Rambo III,Action|Adventure|Thriller|War,95956,1370.0,6.19,1988
2405,"Jewel of the Nile, The",Action|Adventure|Comedy|Romance,89370,10303.0,6.239,1985
2406,Romancing the Stone,Action|Adventure|Comedy|Romance,88011,9326.0,6.8,1984
2407,Cocoon,Comedy|Sci-Fi,88933,10328.0,6.62,1985
2408,Cocoon: The Return,Comedy|Sci-Fi,94890,11285.0,6.52,1988
2409,Rocky II,Action|Drama,79817,1367.0,7.268,1979
2410,Rocky III,Action|Drama,84602,1371.0,6.887,1982
2411,Rocky IV,Action|Drama,89927,1374.0,7.082,1985
2412,Rocky V,Action|Drama,100507,1375.0,5.769,1990
2413,Clue,Comedy|Crime|Mystery|Thriller,88930,15196.0,7.2,1985
2414,Young Sherlock Holmes,Action|Adventure|Children|Fantasy|Mystery|Thriller,90357,11904.0,6.72,1985
2415,Violets Are Blue...,Drama|Romance,92173,215875.0,5.0,1986
2416,Back to School,Comedy,90685,15596.0,6.333,1986
2417,Heartburn,Comedy|Drama,91188,13818.0,6.0,1986
2418,Nothing in Common,Comedy,91653,29968.0,5.8,1986
2419,Extremities,Drama|Thriller,91024,44326.0,6.063,1986
2420,"Karate Kid, The",Drama,87538,1885.0,7.185,1984
2421,"Karate Kid, Part II, The",Action|Adventure|Drama,91326,8856.0,6.268,1986
2422,"Karate Kid, Part III, The",Action|Adventure|Children|Drama,97647,10495.0,5.883,1989
2423,Christmas Vacation (National Lampoon's Christmas Vacation),Comedy,97958,5825.0,7.228,1989
2424,You've Got Mail,Comedy|Romance,128853,9489.0,6.681,1998
2425,"General, The",Crime,120706,16885.0,6.743,1998
2426,"Theory of Flight, The",Comedy|Drama|Romance,120861,76857.0,6.2,1998
2427,"Thin Red Line, The",Action|Drama|War,120863,8741.0,7.446,1998
2428,"Faculty, The",Horror|Sci-Fi,133751,9276.0,6.529,1998
2429,Mighty Joe Young,Action|Adventure|Drama|Fantasy|Thriller,120751,9822.0,6.2,1998
2430,Mighty Joe Young,Adventure|Children|Drama,41650,39314.0,6.34,1949
2431,Patch Adams,Comedy|Drama,129290,10312.0,7.307,1998
2432,Stepmom,Drama,120686,9441.0,7.142,1998
2433,"Civil Action, A",Drama,120633,9422.0,6.442,1998
